Callable Debt Outstanding Detail Report as of 08/08/2025,,,,,,,,,
This report includes all of Fannie Mae fixed and floating-rate callable debt securities,,,,,,,,,
"* For zero coupon securities, the amount reflects current face outstanding to be paid to investors at maturity.",,,,,,,,,
,,,,,,,,,
Callable Debt Outstanding,,,,,,,,,
Issue Date,Maturity Date,CUSIP,First Call Date,Call Type,Coupon Type,Call Frequency,Structure,Coupon,Amount
2025-02-03 00:00:00,2028-01-28 00:00:00,3136GAAG4,2025-04-28 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.23,4.5,22000000
2025-01-31 00:00:00,2030-01-30 00:00:00,3136GAAD1,2026-01-30 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.72,30000000
2025-01-30 00:00:00,2030-01-30 00:00:00,3136GA7F0,2025-10-30 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5.05,15000000
2025-01-30 00:00:00,2030-01-30 00:00:00,3136GAAC3,2026-04-30 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 1.25,4.8,10000000
2025-01-29 00:00:00,2030-01-14 00:00:00,3136GA5R6,2026-01-14 00:00:00,Bermudan,Fixed,Annually,4.96 NC 0.96,5,25000000
2025-01-29 00:00:00,2032-01-29 00:00:00,3136GA5X3,2026-01-29 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.26,50000000
2025-01-29 00:00:00,2029-10-29 00:00:00,3136GA7K9,2025-10-29 00:00:00,Bermudan,Fixed,Quarterly,4.75 NC 0.75,5,15000000
2025-01-29 00:00:00,2030-01-16 00:00:00,3136GA7M5,2026-01-16 00:00:00,Bermudan,Fixed,Quarterly,4.96 NC 0.96,5,35000000
2025-01-29 00:00:00,2028-09-29 00:00:00,3136GAA58,2026-09-29 00:00:00,Bermudan,Fixed,Quarterly,3.67 NC 1.66,4.625,30000000
2025-01-28 00:00:00,2030-01-28 00:00:00,3136GA6W4,2026-01-28 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,5,30000000
2025-01-28 00:00:00,2030-01-28 00:00:00,3136GA7C7,2027-01-28 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.65,30000000
2025-01-28 00:00:00,2030-01-28 00:00:00,3136GA7E3,2026-01-28 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,5,16000000
2025-01-28 00:00:00,2030-01-28 00:00:00,3136GA7G8,2027-01-28 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.65,34000000
2025-01-28 00:00:00,2032-01-28 00:00:00,3136GA7J2,2026-01-28 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.22,50000000
2025-01-28 00:00:00,2028-07-28 00:00:00,3136GAA41,2025-10-28 00:00:00,Bermudan,Fixed,Monthly,3.50 NC 0.75,4.84,53500000
2025-01-27 00:00:00,2028-01-27 00:00:00,3136GA6V6,2026-01-27 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.65,40000000
2025-01-24 00:00:00,2030-01-09 00:00:00,3136GA6K0,2026-01-09 00:00:00,Bermudan,Fixed,SemiAnnually,4.96 NC 0.96,5.06,50000000
2025-01-24 00:00:00,2029-06-29 00:00:00,3136GAA25,2026-09-29 00:00:00,European,Fixed,One Time,4.43 NC 1.68,4.66,25000000
2025-01-23 00:00:00,2030-01-23 00:00:00,3136GA5C9,2025-10-23 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5,35000000
2025-01-23 00:00:00,2030-01-23 00:00:00,3136GA5S4,2026-01-23 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,5,50000000
2025-01-23 00:00:00,2030-01-23 00:00:00,3136GA5T2,2025-10-23 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5.05,45000000
2025-01-23 00:00:00,2030-01-09 00:00:00,3136GA5Z8,2026-01-09 00:00:00,Bermudan,Fixed,Quarterly,4.96 NC 0.96,5,15000000
2025-01-23 00:00:00,2029-07-13 00:00:00,3136GA7A1,2026-07-13 00:00:00,Bermudan,Fixed,Annually,4.47 NC 1.47,4.71,65000000
2025-01-22 00:00:00,2030-01-22 00:00:00,3136GA5Y1,2026-01-22 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.375,15000000
2025-01-22 00:00:00,2030-01-22 00:00:00,3136GA6S3,2026-01-22 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,5.08,15000000
2025-01-21 00:00:00,2028-01-21 00:00:00,3136GA6A2,2026-01-21 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.65,20000000
2025-01-21 00:00:00,2031-01-21 00:00:00,3136GA6D6,2026-07-21 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 1.49,5,15000000
2025-01-21 00:00:00,2033-01-21 00:00:00,3136GA6H7,2027-07-21 00:00:00,Bermudan,Fixed,Annually,8.00 NC 2.49,5,15000000
2025-01-21 00:00:00,2028-01-21 00:00:00,3136GA6R5,2026-01-21 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.7,15000000
2025-01-16 00:00:00,2029-02-23 00:00:00,3136GA6F1,2025-05-23 00:00:00,Bermudan,Fixed,Quarterly,4.10 NC 0.35,4.625,20000000
2025-01-16 00:00:00,2028-10-16 00:00:00,3136GA6J3,2026-10-16 00:00:00,European,Fixed,One Time,3.75 NC 1.75,4.68,25000000
2025-01-15 00:00:00,2028-06-15 00:00:00,3136GA6B0,2026-06-15 00:00:00,European,Fixed,One Time,3.41 NC 1.41,4.53,20000000
2025-01-15 00:00:00,2030-01-15 00:00:00,3136GA6G9,2027-01-15 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.8,25000000
2025-01-14 00:00:00,2032-10-14 00:00:00,3136GA5P0,2025-10-14 00:00:00,Bermudan,Fixed,Quarterly,7.75 NC 0.75,5.375,25000000
2025-01-13 00:00:00,2028-01-13 00:00:00,3136GA5M7,2026-01-13 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.55,65000000
2025-01-13 00:00:00,2028-07-13 00:00:00,3136GA5U9,2026-07-13 00:00:00,European,Fixed,One Time,3.50 NC 1.49,4.6,85000000
2025-01-10 00:00:00,2029-07-10 00:00:00,3136GA5L9,2026-07-10 00:00:00,European,Fixed,One Time,4.50 NC 1.49,4.65,20000000
2025-01-10 00:00:00,2030-01-07 00:00:00,3136GA5N5,2027-01-07 00:00:00,European,Fixed,One Time,4.99 NC 1.99,4.675,30000000
2025-01-07 00:00:00,2030-01-07 00:00:00,3136GA4Z9,2026-01-07 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.375,20000000
2025-01-07 00:00:00,2030-01-07 00:00:00,3136GA5E5,2026-01-07 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.65,50000000
2024-12-31 00:00:00,2031-12-31 00:00:00,3136GA4V8,2025-12-31 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.23,50000000
2024-12-31 00:00:00,2031-12-31 00:00:00,3136GA4X4,2025-12-31 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.235,50000000
2024-12-30 00:00:00,2029-12-20 00:00:00,3136GA3M9,2025-03-20 00:00:00,Bermudan,Fixed,Monthly,4.97 NC 0.22,5.05,15000000
2024-12-30 00:00:00,2031-12-30 00:00:00,3136GA3P2,2025-06-30 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.2,50000000
2024-12-30 00:00:00,2029-07-02 00:00:00,3136GA4H9,2026-07-02 00:00:00,Bermudan,Fixed,Annually,4.50 NC 1.50,4.7,90000000
2024-12-30 00:00:00,2027-12-30 00:00:00,3136GA4L0,2025-12-30 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.55,15000000
2024-12-30 00:00:00,2031-12-30 00:00:00,3136GA4U0,2025-12-30 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.23,50000000
2024-12-30 00:00:00,2031-12-30 00:00:00,3136GA4Y2,2025-09-30 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.27,50000000
2024-12-27 00:00:00,2029-12-12 00:00:00,3136GA2L2,2025-06-12 00:00:00,Bermudan,Fixed,Quarterly,4.96 NC 0.46,5,15000000
2024-12-27 00:00:00,2029-12-27 00:00:00,3136GA3N7,2025-06-27 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.045,122000000
2024-12-27 00:00:00,2029-06-18 00:00:00,3136GA3T4,2026-06-18 00:00:00,European,Fixed,One Time,4.47 NC 1.47,4.55,50000000
2024-12-27 00:00:00,2027-12-20 00:00:00,3136GA4J5,2025-03-20 00:00:00,Bermudan,Fixed,Monthly,2.98 NC 0.23,4.6,55000000
2024-12-27 00:00:00,2031-12-26 00:00:00,3136GA4Q9,2025-12-26 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.2,50000000
2024-12-27 00:00:00,2031-12-26 00:00:00,3136GA4T3,2025-09-26 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.27,50000000
2024-12-24 00:00:00,2029-12-24 00:00:00,3136GA4C0,2025-03-24 00:00:00,Bermudan,Fixed,Annually,5.00 NC 0.25,4.5,25000000
2024-12-24 00:00:00,2029-12-24 00:00:00,3136GA4D8,2025-03-24 00:00:00,Bermudan,Fixed,Annually,5.00 NC 0.25,4.5,25000000
2024-12-24 00:00:00,2028-09-22 00:00:00,3136GA4K2,2026-09-22 00:00:00,European,Fixed,One Time,3.75 NC 1.74,4.55,50000000
2024-12-23 00:00:00,2029-07-16 00:00:00,3136GA4E6,2027-07-16 00:00:00,European,Fixed,One Time,4.56 NC 2.56,4.51,20000000
2024-12-20 00:00:00,2027-12-20 00:00:00,3136GA3U1,2025-02-20 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.17,4.6,45000000
2024-12-20 00:00:00,2029-12-13 00:00:00,3136GA3W7,2025-06-13 00:00:00,Bermudan,Fixed,Quarterly,4.98 NC 0.48,5,70000000
2024-12-20 00:00:00,2028-07-20 00:00:00,3136GA4A4,2026-07-20 00:00:00,Bermudan,Fixed,Annually,3.58 NC 1.58,4.49,25000000
2024-12-20 00:00:00,2029-12-20 00:00:00,3136GA4B2,2025-06-20 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.01,32000000
2024-12-19 00:00:00,2029-12-19 00:00:00,3136GA3K3,2025-09-19 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.75,4.86,10000000
2024-12-19 00:00:00,2028-05-19 00:00:00,3136GA3Z0,2026-05-19 00:00:00,Bermudan,Fixed,Annually,3.41 NC 1.41,4.5,25000000
2024-12-18 00:00:00,2029-12-18 00:00:00,3136GA2M0,2025-06-18 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5,15000000
2024-12-18 00:00:00,2027-12-17 00:00:00,3136GA2X6,2025-12-17 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.5,150000000
2024-12-18 00:00:00,2029-12-17 00:00:00,3136GA3L1,2025-06-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.94,10000000
2024-12-18 00:00:00,2029-06-18 00:00:00,3136GA3Q0,2026-06-18 00:00:00,European,Fixed,One Time,4.50 NC 1.50,4.55,15000000
2024-12-18 00:00:00,2029-12-18 00:00:00,3136GA3R8,2025-12-18 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4.75,40000000
2024-12-18 00:00:00,2029-06-18 00:00:00,3136GA3S6,2026-06-18 00:00:00,Bermudan,Fixed,Quarterly,4.50 NC 1.50,4.655,15000000
2024-12-18 00:00:00,2028-06-16 00:00:00,3136GA3V9,2026-06-16 00:00:00,Bermudan,Fixed,Annually,3.49 NC 1.49,4.55,50000000
2024-12-18 00:00:00,2028-09-18 00:00:00,3136GA3Y3,2026-09-18 00:00:00,European,Fixed,One Time,3.75 NC 1.75,4.48,50000000
2024-12-17 00:00:00,2029-12-17 00:00:00,3136GA3E7,2025-06-17 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,4.625,25000000
2024-12-16 00:00:00,2028-05-16 00:00:00,3136GA3G2,2025-06-16 00:00:00,Bermudan,Fixed,Quarterly,3.41 NC 0.50,4.7,10000000
2024-12-13 00:00:00,2027-12-13 00:00:00,3136GA2Z1,2025-06-13 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.25,60000000
2024-12-13 00:00:00,2027-12-13 00:00:00,3136GA3B3,2025-06-13 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.25,45000000
2024-12-13 00:00:00,2027-12-10 00:00:00,3136GA3F4,2025-12-10 00:00:00,Bermudan,Fixed,Monthly,2.99 NC 0.99,4.5,15000000
2024-12-13 00:00:00,2028-12-12 00:00:00,3136GA3J6,2025-12-12 00:00:00,European,Fixed,One Time,4.00 NC 1.00,4.45,15000000
2024-12-12 00:00:00,2031-12-12 00:00:00,3136GA2G3,2025-06-12 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.2,50000000
2024-12-12 00:00:00,2029-12-11 00:00:00,3136GA2Y4,2026-12-11 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.4,40000000
2024-12-12 00:00:00,2028-06-05 00:00:00,3136GA3A5,2025-06-05 00:00:00,Bermudan,Fixed,Monthly,3.48 NC 0.48,4.75,15000000
2024-12-11 00:00:00,2031-12-11 00:00:00,3136GA2F5,2025-06-11 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.2,50000000
2024-12-11 00:00:00,2029-12-11 00:00:00,3136GA2N8,2025-12-11 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.625,50000000
2024-12-11 00:00:00,2027-12-08 00:00:00,3136GA2W8,2025-12-08 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.99,4.51,50000000
2024-12-10 00:00:00,2029-12-10 00:00:00,3136GA2C2,2025-03-10 00:00:00,Bermudan,Fixed,Annually,5.00 NC 0.25,4.625,25000000
2024-12-10 00:00:00,2031-12-10 00:00:00,3136GA2Q1,2025-06-10 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.2,50000000
2024-12-10 00:00:00,2029-12-10 00:00:00,3136GA2S7,2025-12-10 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4.78,15000000
2024-12-10 00:00:00,2029-12-10 00:00:00,3136GA2T5,2025-12-10 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.00,4.8,50000000
2024-12-10 00:00:00,2031-12-10 00:00:00,3136GA2V0,2025-06-10 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.15,50000000
2024-12-09 00:00:00,2029-12-07 00:00:00,3136GA2R9,2025-07-07 00:00:00,Bermudan,Fixed,Monthly,4.99 NC 0.57,5,25000000
2024-12-06 00:00:00,2027-12-06 00:00:00,3136GA2P3,2025-06-06 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.50,4.75,25000000
2024-12-05 00:00:00,2028-09-05 00:00:00,3136GA2J7,2025-09-05 00:00:00,Bermudan,Fixed,Quarterly,3.75 NC 0.75,4.75,45000000
2024-12-04 00:00:00,2029-06-04 00:00:00,3135GAZS3,2026-06-04 00:00:00,European,Fixed,One Time,4.50 NC 1.50,4.6,15000000
2024-12-04 00:00:00,2031-12-04 00:00:00,3135GAZV6,2025-09-04 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.23,50000000
2024-12-04 00:00:00,2031-12-04 00:00:00,3135GAZZ7,2025-09-04 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.24,50000000
2024-12-03 00:00:00,2029-12-03 00:00:00,3135GAZN4,2025-09-03 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5.01,15000000
2024-12-02 00:00:00,2029-03-02 00:00:00,3135GAZT1,2026-03-02 00:00:00,European,Fixed,One Time,4.25 NC 1.25,4.625,15000000
2024-12-02 00:00:00,2027-12-02 00:00:00,3135GAZW4,2025-12-02 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,4.71,30000000
2024-12-02 00:00:00,2028-09-01 00:00:00,3136GA2E8,2026-09-01 00:00:00,European,Fixed,One Time,3.75 NC 1.75,4.47,50000000
2024-11-26 00:00:00,2029-06-26 00:00:00,3135GAZC8,2026-06-26 00:00:00,European,Fixed,One Time,4.58 NC 1.58,4.61,25000000
2024-11-26 00:00:00,2027-11-26 00:00:00,3135GAZG9,2025-02-26 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.25,4.75,50000000
2024-11-26 00:00:00,2029-11-26 00:00:00,3135GAZJ3,2025-08-26 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.75,5,150000000
2024-11-26 00:00:00,2029-11-26 00:00:00,3135GAZK0,2025-11-26 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.5,25000000
2024-11-26 00:00:00,2028-11-24 00:00:00,3135GAZU8,2026-05-26 00:00:00,Bermudan,Fixed,Monthly,3.99 NC 1.49,4.64,25000000
2024-11-26 00:00:00,2029-11-26 00:00:00,3135GAZX2,2025-11-26 00:00:00,Bermudan,Fixed,Annually,5.00 NC 1.00,4.25,15000000
2024-11-25 00:00:00,2030-11-25 00:00:00,3135GAYU9,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,6.00 NC 0.75,5.125,50000000
2024-11-25 00:00:00,2031-11-25 00:00:00,3135GAYY1,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.22,50000000
2024-11-25 00:00:00,2031-11-25 00:00:00,3135GAZ53,2025-08-25 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.75,5.22,50000000
2024-11-25 00:00:00,2031-11-25 00:00:00,3135GAZ95,2025-11-25 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.14,50000000
2024-11-22 00:00:00,2028-11-21 00:00:00,3135GAZP9,2025-11-21 00:00:00,Bermudan,Fixed,Quarterly,4.00 NC 1.00,4.84,15000000
2024-11-20 00:00:00,2031-11-20 00:00:00,3135GAYS4,2025-05-20 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.2,50000000
2024-11-20 00:00:00,2028-11-20 00:00:00,3135GAZA2,2026-11-20 00:00:00,European,Fixed,One Time,4.00 NC 2.00,4.55,20000000
2024-11-20 00:00:00,2028-11-20 00:00:00,3135GAZD6,2026-11-20 00:00:00,European,Fixed,One Time,4.00 NC 2.00,4.5,15000000
2024-11-20 00:00:00,2028-05-19 00:00:00,3135GAZF1,2026-11-20 00:00:00,European,Fixed,One Time,3.49 NC 2.00,4.45,20000000
2024-11-19 00:00:00,2029-11-19 00:00:00,3135GAZ46,2025-05-19 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 0.50,5.05,10000000
2024-11-18 00:00:00,2027-11-18 00:00:00,3135GAZ61,2025-11-18 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.55,50000000
2024-11-18 00:00:00,2029-11-15 00:00:00,3135GAZ79,2025-08-15 00:00:00,Bermudan,Fixed,Quarterly,4.99 NC 0.74,5,15000000
2024-11-14 00:00:00,2031-11-14 00:00:00,3135GAY70,2025-11-14 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5.05,50000000
2024-11-14 00:00:00,2029-11-14 00:00:00,3135GAYM7,2027-05-14 00:00:00,European,Fixed,One Time,5.00 NC 2.49,4.42,10000000
2024-11-14 00:00:00,2027-11-10 00:00:00,3135GAYX3,2025-11-10 00:00:00,European,Fixed,One Time,2.99 NC 0.99,4.625,15000000
2024-11-13 00:00:00,2031-11-13 00:00:00,3135GAY47,2025-11-13 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5,50000000
2024-11-12 00:00:00,2031-11-12 00:00:00,3135GAXH9,2025-11-12 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,4.92,50000000
2024-11-12 00:00:00,2031-11-12 00:00:00,3135GAXQ9,2025-11-12 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5,50000000
2024-11-12 00:00:00,2027-11-12 00:00:00,3135GAYQ8,2025-02-12 00:00:00,Bermudan,Fixed,Monthly,3.00 NC 0.25,4.5,50000000
2024-11-08 00:00:00,2027-11-03 00:00:00,3135GAYP0,2025-02-03 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.24,4.5,10000000
2024-11-07 00:00:00,2031-11-07 00:00:00,3135GAXD8,2025-11-07 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,4.86,50000000
2024-11-07 00:00:00,2029-10-26 00:00:00,3135GAY62,2026-10-26 00:00:00,European,Fixed,One Time,4.97 NC 1.97,4.44,30000000
2024-11-06 00:00:00,2031-11-06 00:00:00,3135GAX97,2025-11-06 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,4.82,50000000
2024-11-05 00:00:00,2031-11-05 00:00:00,3135GAX71,2025-05-05 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 0.50,5.025,50000000
2024-11-04 00:00:00,2031-11-04 00:00:00,3135GAX63,2025-11-04 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,4.81,50000000
2024-11-04 00:00:00,2029-08-03 00:00:00,3135GAXR7,2026-08-03 00:00:00,Bermudan,Fixed,Annually,4.74 NC 1.74,4.4,15000000
2024-11-04 00:00:00,2028-08-04 00:00:00,3135GAYC9,2025-11-04 00:00:00,Bermudan,Fixed,Quarterly,3.75 NC 1.00,4.635,50000000
2024-10-31 00:00:00,2027-10-29 00:00:00,3135GAY88,2025-04-29 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.49,4.375,60000000
2024-10-30 00:00:00,2027-10-28 00:00:00,3135GAY54,2026-10-28 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 1.99,4.13,25000000
2024-10-29 00:00:00,2029-10-29 00:00:00,3135GAXT3,2025-10-29 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.35,25000000
2024-10-28 00:00:00,2027-10-28 00:00:00,3135GAXB2,2025-10-28 00:00:00,Bermudan,Fixed,Annually,3.00 NC 1.00,4.4,30000000
2024-10-28 00:00:00,2026-10-28 00:00:00,3135GAXG1,2025-10-28 00:00:00,Bermudan,Fixed,Quarterly,2.00 NC 1.00,3.875,30000000
2024-10-28 00:00:00,2027-10-28 00:00:00,3135GAXJ5,2025-10-28 00:00:00,Bermudan,Fixed,Annually,3.00 NC 1.00,4,15000000
2024-10-28 00:00:00,2034-10-25 00:00:00,3135GAXY2,2025-04-25 00:00:00,Bermudan,Fixed,Quarterly,9.99 NC 0.49,5.4,25000000
2024-10-28 00:00:00,2031-10-28 00:00:00,3135GAXZ9,2025-10-28 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,5,25000000
2024-10-25 00:00:00,2027-10-25 00:00:00,3135GAWZ0,2025-07-25 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.75,4.5,15000000
2024-10-24 00:00:00,2027-10-22 00:00:00,3135GAXC0,2025-04-22 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.49,4.1,100000000
2024-10-24 00:00:00,2028-10-24 00:00:00,3135GAXK2,2025-10-24 00:00:00,Bermudan,Fixed,Annually,4.00 NC 1.00,4,15000000
2024-10-24 00:00:00,2027-10-22 00:00:00,3135GAXM8,2025-04-22 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.49,4.375,50000000
2024-10-23 00:00:00,2028-10-23 00:00:00,3135GAX48,2025-10-23 00:00:00,European,Fixed,One Time,4.00 NC 1.00,3.625,20000000
2024-10-23 00:00:00,2029-10-23 00:00:00,3135GAXE6,2025-04-23 00:00:00,Bermudan,Fixed,Monthly,5.00 NC 0.50,5,45000000
2024-10-22 00:00:00,2029-10-22 00:00:00,3135GAX55,2026-10-22 00:00:00,European,Fixed,One Time,5.00 NC 2.00,4.25,225000000
2024-10-22 00:00:00,2028-07-21 00:00:00,3135GAX89,2026-10-21 00:00:00,European,Fixed,One Time,3.75 NC 2.00,4.1,25000000
2024-10-22 00:00:00,2027-10-22 00:00:00,3135GAXA4,2025-04-22 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,3.75,15000000
2024-10-17 00:00:00,2034-10-17 00:00:00,3135GAWQ0,2025-10-17 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 1.00,5,25000000
2024-10-17 00:00:00,2027-10-15 00:00:00,3135GAWS6,2025-07-15 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.74,4.5,20000000
2024-10-17 00:00:00,2027-10-15 00:00:00,3135GAWT4,2025-10-15 00:00:00,Bermudan,Fixed,Quarterly,2.99 NC 0.99,4.375,25000000
2024-10-16 00:00:00,2031-10-16 00:00:00,3135GAWP2,2025-04-16 00:00:00,Bermudan,Fixed,Monthly,7.00 NC 0.50,5,30000000
2024-10-15 00:00:00,2029-10-01 00:00:00,3135GAW98,2025-04-01 00:00:00,Bermudan,Fixed,Monthly,4.96 NC 0.46,5,100000000
2024-10-15 00:00:00,2029-10-15 00:00:00,3135GAWJ6,2025-10-15 00:00:00,European,Fixed,One Time,5.00 NC 1.00,4.5,15000000
2024-10-15 00:00:00,2026-10-15 00:00:00,3135GAWM9,2025-07-15 00:00:00,Bermudan,Fixed,Quarterly,2.00 NC 0.75,4.35,15000000
2024-10-15 00:00:00,2027-10-15 00:00:00,3135GAWN7,2025-07-15 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.75,4.5,15000000
2024-10-11 00:00:00,2034-10-11 00:00:00,3135GAWF4,2025-04-11 00:00:00,Bermudan,Fixed,Quarterly,10.00 NC 0.50,5.26,25000000
2024-10-10 00:00:00,2029-10-10 00:00:00,3135GAVR9,2026-04-10 00:00:00,Bermudan,Fixed,Quarterly,5.00 NC 1.50,4.03,118000000
2024-10-10 00:00:00,2026-12-10 00:00:00,3135GAWA5,2025-01-10 00:00:00,Bermudan,Fixed,Quarterly,2.17 NC 0.25,3.55,30000000
2024-10-10 00:00:00,2028-10-10 00:00:00,3135GAWB3,2025-10-10 00:00:00,European,Fixed,One Time,4.00 NC 1.00,3.75,10000000
2024-10-09 00:00:00,2029-10-09 00:00:00,3135GAW31,2025-04-09 00:00:00,Bermudan,Fixed,Annually,5.00 NC 0.50,4,25000000
2024-10-08 00:00:00,2027-10-08 00:00:00,3135GAVT5,2025-10-08 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 1.00,3.96,150000000
2024-10-08 00:00:00,2027-10-08 00:00:00,3135GAW64,2025-10-08 00:00:00,European,Fixed,One Time,3.00 NC 1.00,4.15,15000000
2024-10-08 00:00:00,2031-10-08 00:00:00,3135GAW72,2025-10-08 00:00:00,Bermudan,Fixed,Quarterly,7.00 NC 1.00,4.64,50000000
2024-10-07 00:00:00,2027-10-07 00:00:00,3135GAVU2,2025-04-07 00:00:00,Bermudan,Fixed,Quarterly,3.00 NC 0.50,4,85000000
2024-10-07 00:00:00,2026-04-07 00:00:00,3135GAVW8,2025-04-07 00:00:00,Bermudan,Fixed,Quarterly,1.50 NC 0.50,4.23,20000000
2024-10-07 00:00:00,2027-04-07 00:00:00,3135GAVY4,2025-10-07 00:00:00,Bermudan,Fixed,Quarterly,2.50 NC 1.00,3.5,25000000
2024-10-07 00:00:00,2026-10-07 00:00:00,3135GAVZ1,2025-10-07 00:00:00,Bermudan,Fixed,Quarterly,2.00 NC 1.00,3.375,25000000
2024-10-07 00:00:00,2027-10-01 00:00:00,3135GAW23,2025-04-01 00:00:00,Bermudan,Fixed,Quarterly,2.98 NC 0.48,3.875,25000000
